cobh.annick.1	Ann Ni가 나타날 수 있습니다.
cobh.ascon.37	(Asca는 계속해서 긴장하고 흥분하여 말문이 막혔다.) 부모님의 유해를 분류하는 과정에서 이상한 편지를 발견했습니다. 그것은 내가 ... 내 이름으로 불법적 인 청원서를 내 가족에게 쓴 것입니다. <p/>(Askar이 마음 <BR/>단지 그녀의 마음에 자신의 손으로 조각 찢어진합니다.) <p/>나에게이 사람을보고 <BR/>,이 편지를 읽으십시오 그의 가족은 무엇을 했는가 ... 그는 가족을 완전히 파괴했다. 언니의 실종은이 거짓말 쟁이 때문이기도합니다. <p/>그 거짓말 쟁이는 내 아빠의 이름으로 내 부모, 나의 불쌍한 누이, 나의 가장 좋아하는 언니, 양자리를 위협했다. 에밀 마와 결혼하도록 강요 당했다. 그냥 <p/>오래 후에도이 사람을 용서할 수 없습니다. 왜냐하면 나는 아소카라는 이름으로 살 얼굴이 없다. (Askar의 눈은 끔찍한 외모를 드러내며, 끔찍한 일이 있기까지 오래 걸리지 않습니다.) <p/>그 녀석의 편지. Dunbar의 식료품 가게에 대한 언급이 편지에 있습니다. 당신이 그에게 물으면, 단서를 찾아야합니다.
cobh.ascon.38	<button title='대화 끝내기' keyword='@answer5'/>
cobh.ascon.39	(갑자기 아스카가 어깨에 나를 붙잡은듯한 생각을 가지고있는 것 같다.)이 편지가 ...이 편지를 쓴 사람을 찾을 수 없다면 나는 가지 않을 것이다. <p/>(Aska가 내 마음을 떠도는 것처럼 보입니다.) 중요합니다. <username/>가 도움이 될 수 있다면 내 목숨을 구하는 것과 같을 것입니다. 제발. 우리 가족은 네 힘이 필요해. (그가 무엇을 말하고 있었는지 모르겠다. Ascari는 맹목적으로 절을했다.)
cobh.ascon.40	(며칠 지나고, 얼굴이 조금 더 주름졌습니다.) 마침내 당신이 오기를 바랍니다! 나는 당신이 기대할 수있는 것에 대해 매우 걱정하고 있습니다. 런던 월튼 (Walton of London)과 이야기하는 것이 괜찮습니까? 누가 편지를 썼습니까? 들었어? 언니 한테 소식 없어? <p/>(아소카 흥분 흥분.)
cobh.ascon.41	<button title='진정하라' keyword='@answer2'/>
cobh.ascon.42	<button title='그에게 줘' keyword='@answer3'/>
cobh.ascon.43	(Aska는 사과의 표현을 보였다.) 나는 편지에 대해 최근 생각 해왔다. 그래서 약간 ... 미안하지만, 나는 매우 흥분한다. </p></p></p></p>그것을 볼 수 있을까요? (아소카는 봉투를 풀고 서신을 읽기 시작합니다. 그의 손은 떨리고, 윗입술은 물어 뜯기 때문에 피가 흘립니다.)
cobh.ascon.44	(그는 손이 떨리는 것을 볼 수 있었다.) 과도한 물기 때문에 아랫 입술이 이미 피가났다.))
cobh.ascon.45	어떻게 할 수 있니?이 모든 것이 나를위한 것인가 ... <p/>(아스카 마비가 의자에 앉았다.) 내가 한 것은 그들을 해치려하는 것이었다. 나는이 세상에서 태어난해서는 안된다 ... 나의 가족의 불운과 누이의 실종은 모두 나의 잘못이다. <p/>가족이 나를 필요로하지 않으면 사기꾼처럼 비참하지 않을 것입니다. <p/>(Askar 오랜는 말을하지 않았다. 치열한 이념 투쟁 것 같은 <BR/>마음을.) <p/>내가 요청이, 당신이 나를 도울 수 있기를 바랍니다. <username/>이 편지를 쓴 사람을 찾도록 도와 줄 수 있습니까? 아마도 베드로도이 거짓말 쟁이에게 속임을 당했을 것입니다. <p/>베드로의 말처럼이 거짓말 쟁이의 진정한 정체성을 이해하고 있다면. <p/>갑자기 마음이 아파서 아스카를 부끄러워하는 것은 갑자기 끔찍한 생각처럼 나타났습니다.) <p/>그 남자를 찾도록 도와주세요. <p/>어떤 방법을 사용하든,이 사람에게 정당한 처벌을 받으십시오. 나는 <username/>에 의해서만 오래되었습니다. <p/>벨파스트에서 소중한 물건을 가져 왔습니다. 원래 이걸 내 동생에게 가져다 주려고했는데, 거짓말 쟁이를 찾도록 도와 주면 <p/>모두를 <username/>에 보냅니다. 제발! 이것들은 모두 내 것이고 ...
cobh.ascon.46	(몇 가지 의미있는 대화 후에, Ascar는 땅을 바라보고, 나는 그를 혼자있게하는 것이 가장 좋을 것이라고 생각합니다.)
cobh.ascon.47	(불안한 표정이 떠나기 전에, 그것은 차분한 표현 일 뿐이 었으며, 마음 속에 큰 결심이있는 것 같습니다.) <p/><username/>, 오시겠습니까? 내가 너를 괴롭힐 때마다, 정말로 미안해. 그러나 나중에는 그렇지 않을 것입니다. 오, 나는 신중하게, 사실, 나는 매듭을 해결하지 못했다고 생각했다. <p/>더 많이해도 부모님은 더 이상 존재하지 않으며 누나는 세상 어디에서나 행복하게 살았어야합니다. <p/>이전 계정을 다시 사용할 필요가 없습니다. 너 맞니? <p/>부모님과 누이를 바보로 만드는 사람은 평생 쉬지 않을 것이라고 믿습니다. 나는 포기하기로 결정했다. <p/>죄송합니다. 문제가 발생하기 전에 <username/>문제가 너무 많습니다. 정말 미안 해요. 이들은 합의 된 아기들입니다. <p/>작은 다이아몬드이지만, 여러분을 도울 수 있기를 바랍니다. 최근에, 당신은 돌아 다니고 있고, 당신은 나를 위해 거짓말 쟁이를 더 이상 찾을 필요가 없습니다.
cobh.ascon.48	<button title='Arranse에 대해 이야기하십시오' keyword='@answer2'/>
cobh.ascon.49	<button title='조용하게 떠남' keyword='@answer3'/>
cobh.ascon.50	(Arranse와 Peter의 말을 듣 자마자, Asoka의 얼굴은 창백해진다.) 뭐라구? 무슨 일 이니? <p/>베드로가 Arranse를 ​​가졌음을 의미합니까? Arranse와 Peter의 관계는 ... <p/>(Aska의 얼굴은 종이처럼 희미합니다.) <p/>
cobh.ascon.51	(떠날 때, 누군가가 내 어깨를 잡았다.) <p/>잠깐, 나는 단지 Yalan시, 당신은 아직 못 봤어요 걱정 <BR/>거짓말 쟁이, 걱정하지 않는다? 그렇다면 Arranse에 대해 모두 말해주십시오. <p/>(Arranse와 Peter에 관한 이야기를들은 후, Aska의 얼굴은 창백 해 보일 수 없었습니다.) <p/>뭐라구? 무슨 일 이니? <p/>베드로가 Arranse를 ​​가졌음을 의미합니까? Arrietty는 어떻게 Peter를 만났습니다 ... <p/>(Ascari는 아무런 도움도없이 얼굴을 가리고 있습니다.) <p/>
cobh.ascon.52	예, 그 거짓말 쟁이는 피터입니다. 벨파스트의 사업가들은 결코이 편지들을 우리에게 보내지 않을 것입니다. 이것은 그것에 대해 의심의 여지가 없습니다. 가족에게 보내는 편지이기 때문에 저에게 편지하는 척하는 사람이 그 사람이되어야합니다. (Ascari가 갑자기 의자에서 일어 서서 더 이상 존재하지 않는 창백한 얼굴과 그의 눈에서 새로운 의지가 드러났습니다.) <p/>피터에게. 나는 지난 수십 년 동안 내 가족을 속이는 범죄로 피터를 데려 오려고했을 것입니다. 그래서 ... 그래서 ... 피터의 입의 문제가 Yalan시는 .... <p/>차단 찾으려면 (Askar 어떤 끔찍한 일을 생각.) <p/>우리가 발견해야한다 독일. 내 동생이 머리카락을 움직이는 피터의 남자를 찾으면 나는 그를 가볍게 살려주지 않을 것이다. 지휘 등대를 인수 한 사람을 찾으면 나는 개인적으로 베드로를 찾으러 갈 것입니다. 그가 지구의 끝에 있든, 나는 그를 찾을 것입니다. <p/><username/>, 필자가 직접 가볼 수 있기 전에 벨파스트에서 피터의 존재에 대해 알아 보도록 도와주세요. 작은 단서조차 큰 도움이 될 수 있습니다.
cobh.ascon.53	<button title='대화' keyword='@talk'/>
cobh.ascon.54	<button title='대화 끝내기' keyword='@end'/>
cobh.ascon.55	안녕하세요, 날씨가 좋습니다.
cobh.ascon.56	하하 .. 너 내가이 노인을 찾았 니?
cobh.ascon.57	당신의 일에 의해 의뢰가 잘 됐네요, 그렇죠? 시간 맞춰 오.
cobh.ascon.58	안녕하세요, 저는 Aska 등대지기입니다.
cobh.ascon.59	정말로 아를 자주 볼 수 있습니다. 너를 환영해라.
cobh.ascon.60	당신은 여기에, 오늘의 산들 바람은 약간 차갑습니다. 감기에 걸리지 말고 따뜻하게하십시오.
cobh.ascon.61	아 바다가 좋아 보이니? 밤에는 등대 꼭대기가 발 아래에 보이지 않으므로 밟지 않도록주의하십시오.
cobh.ascon.62	안녕하세요, <username/>! 오늘 파트 타임으로 일하십니까?
cobh.ascon.63	<npcportrait name='NONE'/><title name='NONE'/>Aska와의 대화를 종료했습니다.
cobh.ascon.64	식료품 가게를 말하는거야? 부두를 곧바로 통과하면 사바 닌이라는 마법사를 볼 수 있습니다. 비록이 사람 Sabbatine 잔소리지만, 상황은 여전히 ​​매우 현실.
cobh.ascon.65	이건 .. 미안 해요, 여기 음식점이 없어요. 그러나 해산물을 카독에서 구입할 수 있습니다. 해산물을 먹고 싶다면 한 번보세요.
cobh.ascon.66	무슨 일이야? 불행히도, 치료할 곳이 없습니다. 나는 당신이 런던에 서둘러 할 것을 제안한다.
cobh.ascon.67	호텔은 없지만 괜찮 으면 등대에서 하룻밤을 보내십시오.
cobh.ascon.68	부두를 건넌 후에는 Dunbaron 방면으로 계속 걸어보아야합니다. 어거스틴은별로 따뜻하지 않지만 ... 좋은 인물이라면 안심해도됩니다.
cobh.ascon.69	부두의 전면을 통해 사각형입니다.
cobh.ascon.70	죄송합니다. 제 지형이 나쁩니다. Deir Cornel이라는 스트림처럼 보입니다.
cobh.ascon.71	여기, 아니, 남작을보기 위해 런던에 가봐.
cobh.ascon.72	여기, 아니, 남작을보기 위해 런던에 가봐.
cobh.ascon.73	배가 고프면 앤 나이키 호텔에 갈 수 있습니다. 판매를 위해 어디에서 먹을 것인가.
cobh.ascon.74	광장으로 걸어 들어가면 강한 체격 아줌마를 볼 수 있습니다. 그녀는 무기 가게 주인입니다.
cobh.ascon.75	미안하지만, 여기 없어. 그러나 TU에는 좋은 재단사가 있다고 들었습니다.
cobh.ascon.76	미안하지만, 여기 없어.
cobh.ascon.77	의회당, 나는 당신이 던바론에 가야만한다고 생각합니다.
cobh.ascon.78	나는 캡 항구에서 벨파스트로 옮겼고, 마침내 캡 항구로 되돌아 갔다. 그리고 어떤 점에서 나는 거의 보트에 올라 탔다. 보트 여행의 숫자는 소수 중 하나입니다. 그러나, 반면에, 내가 아는 것은 바다 그 이상입니다. 낚시 그물을 만들고, 갑판을 만들고, 계절에 따라 보트를 수리하고, 등대를위한 등대를 만드는 것이 그 전부입니다. </p></p><p/>육지에서 바다에 이르기까지 내가 할 수있는 모든 일은이 모든 일이 아닙니다. 나는이 일만 할 수 있기 때문에 이것이 내 존재의 모든 가치라고 생각한다.
cobh.ascon.79	바다에서 멀리 떨어져 사는 사람들은 바다에서 아름답다고 느껴야하며, 회복하기에 아주 좋은 곳입니다. 그러나 바다 근처에 살고있는 사람들은 바다가 그다지 피상적이지 않다는 것을 알게 될 것입니다. 바다의 표면적 모습은 심장 깊숙한 곳에서만 덮여 있습니다. 오직.
cobh.ascon.80	그것이 어떤 어려움에 처해 있더라도 아무리 많은 어려움이 있더라도 살아있는 신앙이있는 한 그것은 인내 할 수 있습니다. <p/>저에게이 믿음은 저의 가족입니다. 나는 평생 동안 부모의 얼굴을 다시 볼 수 있다고 생각했습니다. <p/>... 그러나 너무 늦었습니다. (아스카의 얼굴은 더 슬프다.)
cobh.ascon.81	이제는 <username/>으로 채팅 할 때가 아닙니다.
cobh.ascon.82	오늘의 색이별로 좋지 않은 것 같습니다.
cobh.ascon.83	오늘 조금 피곤해서 다음에 다시 오세요.
cobh.ascon.84	기억이 정말 이상하지 않니? 고통스러운 일은 빨리 잊혀지지 만 아름다운 일은 결코 잊혀지지 않습니다. 지난 50 년 동안 나는 수없이 많은 고통을 견뎌 왔지만 지금은 몇 가지만이 내 마음에 남아 있습니다.
cobh.ascon.85	50 년이 지났지 만 표지는 전혀 변하지 않았습니다. 그러나 그 당시에는 종종 해적들이 만연했기 때문에 항으로 출입하는 선박이 거의 없었습니다. 등대는 거의 아이들을위한 엔터테인먼트 장소가 아니며 사용법도 거의 없습니다. (아소카의 표정은 우울해 보입니다.) <p/>한 살 때, 항상 과거의 좋은 것을 기억합니다.
cobh.ascon.86	오웬을 알아야한다고 생각해, 그렇지? 가까운 거리에서 그를 만났을만큼 운이 좋았습니다. 나에게 첫인상은 접근하기 쉬운 느낌이다. 그러나 관리자가 지속적으로 부하 직원을 명령하고 다양한 업무를 수행하도록 지시 한 것을 보면, 영웅이 실제로 평범함에서 태어 났음을 알 수 있습니다. 오웬 (Owen) 주지사가 매일 성취하는 삶과 마찬가지로이 풍요 로움은 여러 가지 기회를 통해 영웅을 창출했습니다.
cobh.ascon.87	Advocacy 어른 덕분에 이제 새로운 장이 열립니다. 저는 Wola의 세계에서, 인간과 모즈가 평화롭게 공존하는 날이 곧 올 것이라고 믿습니다.
cobh.ascon.88	(진지하게 뭔가를 만들고있는 것 같습니다.) <p/>
cobh.ascon.89	(무언가가 조심스럽게 만들어진 것처럼 보입니다.) <p/>오! 너무 집중해서, 누군가가 왔는지 모른다. 지금 바빠.
cobh.ascon.90	주변 뉴스에 대해서 ... 다른 사람에게 더 잘 물어볼 것 같습니다. 오.
cobh.ascon.91	어니스트 모즈 (Ernest Mozu) 지사를 어떻게 알고 있니? <p/>오랜 시간일지도 모르지만 ... 관심이 있다면 알려줄 수 있습니다. <p/>명확한 라트비아어 카드가 기록 된 밤 이었음을 기억하십시오. 기침, 기침, 기침 (아스카리가 갑자기 기침을 시작한다. 오늘의 시체는 불편합니다. 계속 할 수는 없을까? </p>하지만 어빙 제독 성인에 관한 이야기, 벨파스트 주민들은 분명해야합니다. 그것들.
cobh.ascon.92	학교에있을 때 정말 미안 했어. 나는이 사실을 정말로 몰랐다.
cobh.ascon.93	미안하지만, 나는 이것들을 이해하지 못한다.
cobh.ascon.94	나이가 들수록 청력도 떨어졌습니다 ... 아, 가서 다른 사람에게 물어 보는 것이 좋습니다.
cobh.ascon.95	네가 무슨 말하는지 모르겠다.
cobh.ascon.96	이 ... 아직 명확하지 않습니다.
cobh.ascon.97	그것은 당신이 수공예 기술 아 것 같습니다. 수공예 기술은 많은 일상 용품을 만들 때 사용할 수 있습니다. 기술이 있어야합니다. <p/>나는 수공예 기술에 평생을 바쳤다 고 말할 수 있지만, 나는 자랑하지 않는다. </p>이 등대가 사용하는 제등은 잠시 동안 만 내가 할 것이다. .
cobh.ascon.98	당신은 아 수공예 기술을 마스터하지 않았습니다. 초보자를 위해, 장인 정신의 세계라는 책을 읽는 것이 좋습니다. <p/>이것은 장인 정신의 토대를 마련 할 수있는 매우 유용한 책입니다. 내가 올바르게 기억하면 런던의 서점에서 그것을 살 수 있습니다.
