iria_elf.subnpc.elf_familyguide.1	가족 보좌관이 나타났습니다.
iria_elf.subnpc.elf_weddingguide.86	결혼 반지에 좋아하는 메세지를 새길 수가 있습니다. <br/>메세지를 입력해 주세요. <inputbox caption='메세지를 입력' max_len='20'/>
iria_elf.subnpc.elf_weddingguide.87	전에 입력된 메세지입니다. <br/><br/>{0}<p/>변경되는 경우는 재차 입력해 주세요. <br/><inputbox caption='메세지를 입력' max_len='20'/>
iria_elf.subnpc.elf_weddingguide.88	아래와 같은 메세지가 입력되었습니다. <br/><br/>{0}<p/>입력된 메세지를 결혼 반지에 새겨 준비합니다. <br/>만약, 다른 메세지로 변경하는 경우는, 결혼식전에 분부해 주세요.
iria_elf.subnpc.elf_weddingguide.89	다음에 입력해 주세요. <br/>
iria_elf.subnpc.elf_weddingguide.90	약혼되고 싶은 것이 자이언트의 분인 것 같네요? <br/>우리들은 엘프끼리의 약혼만 받고 있습니다. <br/>죄송합니다.
iria_elf.subnpc.elf_weddingguide.91	<br/>우리들은 자이언트의 손님의 약혼·결혼은 받고 있지 않습니다. <br/>죄송합니다만, 양해해 주십시오.
iria_elf.subnpc.elf_weddingguide.92	아… 이혼됩니까? 그러나<username/>씨는 가족도 계시는데… <br/>부모님이 이혼하면 불쌍한 아이들은 어떻게 할 생각입니까? <p/>한번 더 생각해 봐 주세요. 그런데도 아무래도 이혼하는 것이라면, 우선 가문을 정리하지 않으면 안됩니다. <br/>가문에 속하지 않은 상태로 또 여기에 와 주세요. <br/>그러면 4주일 후에 만나뵙시다.
iria_elf.subnpc.elf_weddingguide.93	미안, 나는 정상적으로 결혼 할 수 없어. 최근에 결혼 했습니까? 아니면 결혼 했습니까? 최근에 결혼 했습니까, 이혼 했습니까?
iria_elf.subnpc.elf_weddingguide.94	<button title='생략 결혼' keyword='@skip_wed'/>
iria_elf.subnpc.elf_weddingguide.95	결혼식 생략의 경우, 결혼은 곧 결혼하게됩니다. 정말로 가고 싶니? <button title='Going' keyword='@skip_confirm'/><button title='취소' keyword='@quit'/>
iria_elf.subnpc.elf_weddingguide.96	정상적으로 취소되었습니다 ~
iria_elf.subnpc.mailbox_iriaconnous.1	<title name='NONE'/>(말이 통하지 않는 것 같다.)
iria_elf.subnpc.mailbox_iriaconnous.2	<title name='NONE'/>(우체통에는 선물을 하는 것이 할 수 없다.)
iria_elf.subnpc.mailbox_iriaconnous.3	<title name='NONE'/>(우체통에 편지가 왔는지 확인할 수가 있다.)<button title='우체통을 연다' keyword='@mailbox'/><button title='그만둔다' keyword='@end'/>
iria_elf.subnpc.mailbox_iriaconnous.4	<title name='NONE'/>(우체통의 이용을 끝냈다.)
iria_elf.subnpc.mailbox_iriaconnous.5	<title name='NONE'/>(우체통에 편지가 왔는지 확인할 수가 있다.)
iria_elf.subnpc.mailbox_iriaconnous.6	<title name='NONE'/>(우체통에 편지가 왔는지 확인할 수가 있다.)<button title='그만둔다' keyword='@end'/>
iria_elf.subnpc.portia.1	포 시아가 나타났다.
iria_elf.subnpc.portia.2	오 (Ding Dong Ding Dong) | 아하! | La La La ~ La La | Ayo | 하나님 | 윙윙 거림
iria_elf.subnpc.portia.3	(설득력이없는 것 같다)
iria_elf.subnpc.portia.4	<npcportrait name='NONE'/><title name='NONE'/>귀여운 금발 머리를 가진 파란 눈 쌍은 나에게 미소 짓는다. 몸을 녹인 뺨은 버릇없는 힘을 숨기는 것 같습니다. Bossia는 오랜 친구처럼 나를 환영했습니다. <p/>환영합니다 ...! 네가 미셸 인 것 같아. 집을 보러 왔니?
iria_elf.subnpc.portia.5	<button title='리턴 결혼' keyword='@answer_1'/>
iria_elf.subnpc.portia.6	<button title='칭찬의 아름다움' keyword='@answer_2'/>
iria_elf.subnpc.portia.7	<npcportrait name='NONE'/><title name='NONE'/><face name='happy'/>그녀는 한 쌍의 푸른 눈으로 나를 보았다. 뺨은 빨갛게되었고 순진 어린 소녀처럼 웃었다.) <p/>
iria_elf.subnpc.portia.8	[남자 : 미안, 나는 멜 레시 안과 결혼 할 수 없다. / 오, 나는 여자와 결혼 할 수 없다. ]
iria_elf.subnpc.portia.9	<p/>처음으로 저에게 제게 제안하는 것을 보았습니다. 정말 유머러스 한 사람이었습니다. 당신이 당신과 결혼 할 수는 없지만, 당신은 당신의 친구가 될 수 있습니다.
iria_elf.subnpc.portia.10	<npcportrait name='NONE'/><title name='NONE'/><face name='happy'/>그녀는 한 쌍의 푸른 눈으로 나를 보았다. 뺨은 빨갛게되었고 순진 어린 소녀처럼 웃었습니다.) <p/>감사합니다. 너
iria_elf.subnpc.portia.11	[? 남성 : 또한 잘 생기고, 당신이보기 / 예쁜 것처럼 보이고, 당신이 좋아하는 것처럼 보인다.]
iria_elf.subnpc.portia.12	매우 따뜻한 사람인 것처럼 느껴지세요. 친구가되자.
iria_elf.subnpc.portia.13	<npcportrait name='NONE'/><title name='NONE'/>(그는 손을 섬세한 미소로가집니다.) <p/>새로운 친구를 사귈 너무 행복해! 당신은 모를 수도 있습니다. 평화로운 Philo 모래는 ... 여기 살고있는 엘프들의 삶은 매우 외로워 .... <p/><face name='sad'/>너처럼 여행 하는게 어때? 반짝이는 하늘에 발을 디디 며 졸졸 흐르는 바다에 발을들이십시오. <p/><npcportrait name='NONE'/><title name='NONE'/>(그녀는 잠시 멈추고 추운 곳에서 내 얼굴을보고 한숨을 쉬며 슬픈 목소리로 연설을 계속했다.) <p/>나는 사막의 회색 모래에 질려있다. 그것! 프리지아에서 살기를 계속한다면, 내 마음도 희미해질지도 모른다. 아 ... 아 ... 미셸,이 피곤한 사막을 떠나고 싶다! 하지만 ...하지만 ... ... <p/>저는 지금 매우 큰 곤경에 처해 있습니다. 여기를 떠나기가 불가능할 수도 있습니다. <p/>이 단어는 매우 길 수 있습니다 ... 할 수 있으면 말해 줄 수 있습니까?
iria_elf.subnpc.portia.14	<button title='당연한' keyword='@answer_3'/>
iria_elf.subnpc.portia.15	<button title='조금 짧게 말하십시오' keyword='@answer_4'/>
iria_elf.subnpc.portia.16	<p/><npcportrait name='NONE'/><title name='NONE'/><face name='normal'/>(I 그녀의 행복을 껴 안았다. <BR/>는의 단맛을 느낄 수있는 그녀의 향기). <p/>감사합니다. 사막 만이 너무 외롭습니다. 채팅하는 사람은 없지만 ... 내 아버지가 죽거나 우연히 게임하는 데 오랜 시간이 걸리지 않습니다.
iria_elf.subnpc.portia.17	<npcportrait name='NONE'/><title name='NONE'/><face name='normal'/>그녀는 나를 행복하게 포옹하고 달콤한 향기를 느꼈다. <p/>나에게 경청 해 주셔서 감사 드리며 나는 지루함을 느끼지 않을 것이라고 확신합니다. 내 인생에서 거친 운명을 가진 두 번째 엘프는 없을 것입니다.
iria_elf.subnpc.portia.18	<p/>소문 Mi Lai Xian을들은 것으로 추정됩니다. 아버지의 마지막 말에 따르면, 나는 아버지가 남긴 수수께끼를 풀어 준 사람과 결혼 할 것입니다. <p/>아버지의 마지막 말 때문에 나는 내가 좋아하는 것을 고를 수 없으며 성가신 사람들을 거부 할 수도 없다! <p/><BR/>딸은 실제로 아버지의 지배와 선택의 ...... 무료 <p/>도 자유를 죽은를받을 세계에 살고, <BR/>도, <BR/>없습니다 거부 너무 많은 점입니까? <p/><npcportrait name='NONE'/><title name='NONE'/>(모든 귀 뒤에 빗에게, 그녀의 머리를 황금 머리 덮여 뺨을 미끄러 없습니다.) <p/>하지만 나는 아버지를 짜증나게하지 않는다. 아버지는 아주 좋은 사람이다. <p/>그러므로 나는 우리가 <BR/>아버지가이 금,은, 납 상자의 비밀은 확실히 내가 고귀한 사람을 사랑 <BR/><BR/>생성 잠금을 해제 할 수 있다고 생각합니다. <p/><npcportrait name='NONE'/><title name='NONE'/><face name='슬픈'/>(어두워지고 있지만, 그녀의 얼굴 아래로. <BR/>은 감동 그 머리를 아래로 밀어, 그녀의 검은 속눈썹 알고 <BR/>그 빛 작은 눈물 몇 방울 인치) <p/></<username/><BR/>...... 나는 당신이 기쁘게 할 <BR/>사람을 찾으십시오. <p/>매일 밤 나는 영웅을 사냥하며 바다의 겉보기에 어두운 가장자리 위의 짙은 색의 나무 보트를 타고 떠난다. 아침에 나는 눈물에 젖은 베개에 눈을 떴다. <p/>그는 오래 전 ... 사랑하는 사람이었습니다. 그러나 손상된 탑 때문에 나는 그를 기억할 수 없다. <p/><npcportrait name='NONE'/><title name='NONE'>(작은 눈물이 커져서 떨어지는 것처럼 보임) <p/>이 나침반 그의 추모 소품이에요. 나침반을 사용하여 그의 기억에 대해 알아보십시오. 그가 찾을 수없는 경우 ... ... 나는 결코 슬픔과 생각을 피할 수 없으며 내 인생의 나머지 부분을 슬픔에 보냅니다. <p/><face name='normal'/>친구로서, 나는 정말로 그가 누구인지를 찾기 위해 내 기억에서 용감한 <username/>을 엄숙하게 묻는다. 나중에 그를 찾게 해줘.
iria_elf.subnpc.portia.19	<npcportrait name='NONE'/><title name='NONE'/>(방에서 문을 보았고 그녀는 아이처럼 흥분했다.) <p/>? 편지! 아직 답장을 가져 왔습니까? 아 ... 왜 그렇게 늦게 왔니? 나는 너를 너무 많이 기다리고 싶어한다. <p/><npcportrait name='NONE'/><title name='NONE'/><face name='happy'/>편지를 읽기 시작하지 않았 으면, 이미 바 사노의 냄새를 느낍니다. 그냥 말도 안돼, 이건 미안해, 허, 허. 사실, <username/>님께 매우 감사드립니다. <npcportrait name='NONE'/><title name='NONE'>(그녀는 두 팔을 들고 나를 안아 줬다.) 그는 그녀의 탁 치는 심장 박동을들을 수 있었다. ) <p/>
iria_elf.subnpc.portia.20	[? 남성 : Bassinho가 아니라면, 나는 너와 결혼 할 것이다! 너는이 세상에서 나의 가장 소중한 친구 야! ]
iria_elf.subnpc.portia.21	나는 너없이 무엇을해야할지 몰랐다. <p/><npcportrait name='NONE'/><title name='NONE'/><face name='nomal'/>(그녀는 내 손을 잡고 계속했다.) <p/>Bassani 이후 오스트리아도 발견, 나는 아버지의 마지막 단어에 따라 그를 결혼 할 준비를 시작해야합니다. <p/>물론 Bazinho와 결혼하기를 원하지만 ... 나는 아빠의 마지막 말을 어 기지 않을 수 있습니까? <p/>나는 운명이 Bassinho를 나와 함께 떠날 것이라고 믿는다. 어려움이 무엇이든, 우리는 모두 결혼 할 운명입니다. <p/><npcportrait name='NONE'/><title name='NONE'/>(그녀는 갑자기 아름다운 웃음을 <BR/>, 할 수있는 뭔가 재미를 기억 보인다.) <p/>I 필요한 세 가지가 있습니다. 랍비의 뼈대, 피에르의 인형, 한스의 초상화. <p/>직접 할 수도 있지만 가능한 한 빨리 Bassanho와 결혼하면 가능한 한 빨리 결혼하십시오. <p/>죄송 합니다만, 여전히 <username/>을 원합니다. <p/><npcportrait name='NONE'/><title name='NONE'/>(그녀 스와 Zhaotou는 매우 당황 목소리로 저를 언급하지 않습니다.) <p/>나는 필리아두면 준비하기에는 시간이 너무 오래 걸리므로 ... 미안 해요, 드럼 헤드, 인형, 초상화를 준비해 주시겠습니까? <BR/>
iria_elf.subnpc.portia.22	<button title='응답 응답' keyword='@answer_1'/>
iria_elf.subnpc.portia.23	<button title='맛있는 수수료 ...' keyword='@answer_2'/>
iria_elf.subnpc.portia.24	남자 : (그녀는 손가락으로 내 얼굴을 만졌고 미소 지었다.) / (그녀는 밝게 미소 지으며 내 손을 단단히 움켜 잡았다.)
iria_elf.subnpc.portia.25	<p/>사실, 사실입니까? 고마워, <username/>.
iria_elf.subnpc.portia.26	<Npcportrait name='NONE'/><title name='NONE'/>(색상의 실망을 숨길 수 없습니다 그녀의 얼굴의 하드 충전을들을 수 있습니다.) <p/>심 ...... 하드 수수료? 물론 ... <username/>, 당신은 나를 너무 많이 도왔습니다. 실망시키지 않을 것입니다.
iria_elf.subnpc.portia.27	<p/>그런 다음 가장 끈적 끈적한 랍비 던전의 뼈를 묻습니다. <p/>원래, 이것은 개인적으로 나에게 행해졌지만, 랍비 던전에는 너무 많은 쥐가 있기 때문에 들어갈 수 없다! 다른 것은 중요하지 않지만 나는 정말로 쥐가 싫다. goosebump를 생각해보십시오. <p/><npcportrait name='NONE'/><title name='NONE'/>(마우스를 쳤을 때 그녀는 몸을 흔들었다. / 그녀는 하얀 팔에 거위 덩어리를 가졌습니다.) 랍비 지하 도시의 재에 유골을 묻히면, 내가 필요한 곳에 뼈를 넣을 수 있습니다. 너무 싫은 귀여운 뼈를 가져 오지 마십시오. <p/>뼈를 찾으러 돌아올 때이 여신의 깃털을 사용하십시오. 제가 지하에있는 라비족의 깃털에 쉽게 접근 할 수 있기를 바라지 만, 여신의 깃털은 필리핀의 깃털에만 묻는 것이 안타깝습니다. <p/><username/>대단히 감사합니다. 그렇게 힘들어.
iria_elf.subnpc.portia.28	<npcportrait name='NONE'/><title name='NONE'/>(공개 결혼을 준비하기 위해 지난 번에 비해 피곤하고 지친 것처럼 보입니다.) 나를보고 나면 힘들어집니다. 웃으며 인사 해.) <p/>해골로 돌아가서, 고마워. 랍비 던전에 겁 먹지 않니?
iria_elf.subnpc.portia.29	<button title='小意思' keyword='@answer_1'/>
iria_elf.subnpc.portia.30	<button title='害怕' keyword='@answer_2'/>
iria_elf.subnpc.portia.31	그래! 나는 그 쥐들을 두려워하지 않는다. 나는 너만큼 용감하다. 그렇지 않습니다 ... 내 편이 <username/>을 가지고 있습니다. 방어 할 필요가 없습니다. 맞습니까? 하하!
iria_elf.subnpc.portia.32	하나님 ... 근면. 당신이 그런 끔찍한 생쥐를 만났을 때 너무 당황 스럽지만 ... 나중에 끔찍한 일에 빠지게 될 것입니다.
iria_elf.subnpc.portia.33	<p/><npcportrait name='NONE'/><title name='NONE'/>(그녀는 조심스럽게 테이블에, 뼈를 제거하고주의 깊게 관찰 앉아.) <p/>보고 뼈는 ... 제가 처음에 제가 바 사노에서 본 것을 생각 나게합니다. 아마도 당신은 당시의 Bassanho가이 뼈대가 끔찍했던 것처럼 믿지 않을 것입니다. <p/>그날은 아버지와 큰 시끄러운 날이었습니다. 몇 달 동안 저는 아버지에게 니어스 플레인 즈 (Nears Plains) 여행 허가를 요청했습니다. 그러나 아버지는 결코 긍정적 인 반응을 보이지 않았습니다. <p/>너무 화가 났기 때문에 직접 문을 얻었습니다. 또한 어디로 가야할 지 알 수 있습니다. 그것은 바다에 온 있도록 <p/>맹목적으로 사막을 방황에, <BR/>단지 바다를보기 위해 조금 생각합니다. 때 <p/>I Kennu시 해변에, 그것은 이미 어두운 <BR/>해변 침묵했다 인간 거주의 흔적이. 화가의 감정을 완화하기 위해 해변을 따라 산책의 침묵에 큰 코코넛 나무를 <p/>참조 <BR/>운동, 집에 알 수없는 개체를 반환하는 합법적 인 결정을 <BR/>. <p/><npcportrait name='NONE'/><title name='NONE'/>(그녀가 음성 속도를 빠르게하기 시작했다.) <p/>먼저이 바다새이나 동물의 바다라고 생각에서. 다른 곳을 피하기 위해 두려워했다. 나는 내 몸에 무기가없는 비공개였다. 그래서 저는 조용히 접근했습니다 ... <p/>는 운동 뒤에 누군가를 발견했습니다. 예, Basano 공식. <p/><npcportrait name='NONE'/><title name='NONE'/>(뼈를보고, 그녀의 눈은 쉬머가되기 시작했다.) </p><p/>그는 지금처럼 뻣뻣했다. 세계를 순항하기 위해 바다의 카누에 앉아서 태풍이 발생하여 키 누스 (Kenus)로 이동했습니다. <p/>그렇지 않다면, 나는 그를 발견했다. 그리고 그 날에 나는 아버지와 다투지 않는다면 바스킨이 죽을 수도있다. 나는 그를 다시 볼 수 없을지도 모른다. <p/>그러나 운명이 나를 편으로 끌어 들여 그를 내 품에 안겨주었습니다. 나는 마을로 빨리 돌아 왔고, 마을 사람을 불러 들여 Bassinho를 집으로 데려왔다. <p/>몇 주 후에, Bassanho는 죽음의 유혹에서 벗어났다. 똑같은 예언은 더운 태양 선탠 피부이기 때문에 더 이상 이전 피부 톤으로 돌아갈 수없는 것 같습니다. <p/>당시 난 베사니오 밤 정도로 거의 나머지 일반 바디 골격 <BR / 물하고 갈라진 피부로 세척하고, 이마로부터 땀을 닦아 측 대기 >삶의 기적을 유지하고 확장하십시오. 그리고 ... 그리고 내 입가에 약간의 미소가 있었고, 너무 피곤해서 즉시 나타났습니다. 행복한 태도.) <p/>내 이야기는 좀 더 길다. 너도 바쁜 사람이야 너에게 영향을주지 않았 니? 나는 그를 다시 볼 수 없을지도 모른다. <p/>그러나 운명이 나를 편으로 끌어 들여 그를 내 품에 안겨주었습니다. 나는 마을로 빨리 돌아 왔고, 마을 사람을 불러 들여 Bassinho를 집으로 데려왔다. <p/>몇 주 후에, Bassanho는 죽음의 유혹에서 벗어났다. 똑같은 예언은 더운 태양 선탠 피부이기 때문에 더 이상 이전 피부 톤으로 돌아갈 수없는 것 같습니다. <p/>당시 난 베사니오 밤 정도로 거의 나머지 일반 바디 골격 <BR / 물하고 갈라진 피부로 세척하고, 이마로부터 땀을 닦아 측 대기 >삶의 기적을 유지하고 확장하십시오. 그리고 ... 그리고 내 입가에 약간의 미소가 있었고, 너무 피곤해서 즉시 나타났습니다. 행복한 태도.) <p/>내 이야기는 좀 더 길다. 너도 바쁜 사람이야 너에게 영향을주지 않았 니? 나는 그를 다시 볼 수 없을지도 모른다. <p/>그러나 운명이 나를 편으로 끌어 들여 그를 내 품에 안겨주었습니다. 나는 마을로 빨리 돌아 왔고, 마을 사람을 불러 들여 Bassinho를 집으로 데려왔다. <p/>몇 주 후에, Bassanho는 죽음의 유혹에서 벗어났다. 똑같은 예언은 더운 태양 선탠 피부이기 때문에 더 이상 이전 피부 톤으로 돌아갈 수없는 것 같습니다. <p/>당시 난 베사니오 밤 정도로 거의 나머지 일반 바디 골격 <BR / 물하고 갈라진 피부로 세척하고, 이마로부터 땀을 닦아 측 대기 >삶의 기적을 유지하고 확장하십시오. 그리고 ... 그리고 내 입가에 약간의 미소가 있었고, 너무 피곤해서 즉시 나타났습니다. 행복한 태도.) <p/>내 이야기는 좀 더 길다. 너도 바쁜 사람이야 너에게 영향을주지 않았 니? NONE'/><title name='NONE'/>(입 자신 미소. 또한 피곤 모양을 가지고 있고, 즉시 행복 태도를 보여 <BR/>의 측면.) <p/>내 이야기는 거의 없다 길다 너도 바쁜 사람이야 너에게 영향을주지 않았 니? NONE'/><title name='NONE'/>(입 자신 미소. 또한 피곤 모양을 가지고 있고, 즉시 행복 태도를 보여 <BR/>의 측면.) <p/>내 이야기는 거의 없다 길다 너도 바쁜 사람이야 너에게 영향을주지 않았 니?
