iria_human.heulfryn.1	[0]포션
iria_human.heulfryn.150	이것을 나에게? 후훗. 감사합니다. |정말로… 받아 버려도 좋습니까? |이런 멋진 것을… 감사합니다. <br/><username/>씨에게도 라이미라크의 가호가 있는 일을. |모험자씨들에게도 나누어 줍니다. 감사합니다.
iria_human.heulfryn.151	모처럼의 물건입니다만… 응…. |어… 와… 가, 감사합니다…. |이것을… 나에게? 가, 감사합니다.
iria_human.heulfryn.152	멋진 일을 완수할 수 있던 것이군요,<username/>씨. <br/>그런데… 어느 쪽으로 계시는 여신님입니까?
iria_human.heulfryn.153	에린의 수호자!? <p/><username/>씨는… 굉장한 분이었던 것이군요. <br/>지금부터는 부디, 이리아에서도 그 힘을 발휘해 주세요.
iria_human.heulfryn.154	[0]포션;[1]구급 용품
iria_human.heulfryn.155	안녕하세요. <username/>씨군요? <br/>만나뵐 수 있어 기쁩니다. <br/>나는 케르라베이스캐프의 히르브린이라고 합니다. <p/>일자리는… 그렇네요. 억지로 말한다면 치료자… 입니까. <br/>아. 사제의 공부는 분명하게 뜯고 있으므로<br/>그 점은 안심 주세요? <p/><username/>씨의 일은 알렉시나씨로부터 묻고 있습니다. <br/>각종 일부에 대해, 군요? <p/>그럼, 지금부터 이 땅에서 여러 가지 탐험을 하기에 즈음해,<br/>알아 두면 편리한 기술이나 일부에 대해,<br/>나의 아는 범위에서, 입니다만… 설명하네요.
iria_human.heulfryn.156	어떻습니까? <br/>포션의 사용법, 이제 괜찮습니까? <br/>모르는 부분이 있으면, 사양하지 않고 들어 주세요. <button title='이제 알았습니다' keyword='@done'/><button title='생명력에 대해 다시 듣는다' keyword='@about_life'/><button title='스태미너에 대해 다시 듣는다' keyword='@about_stamina'/><button title='요리에 대해 다시 듣는다' keyword='@about_food'/><button title='포션의 단축 키에 대해 다시 듣는다' keyword='@about_shortcut'/><button title='휴게에 대해 다시 듣는다' keyword='@about_rest'/>
iria_human.heulfryn.157	그런데. <br/>포션과 요리에 대한 설명은 이것으로 끝으로 할까요. <br/>지금 설명한 포션과 붕대는 내가 판매하고 있으므로<br/>한 번 보셔 주세요. <p/>아! 그리고, 만약 캠프의 근처에서 상처를 입어지면<br/>나의 곳에 와 주세요. <br/>부상과 생명력의 회복이라면, 도움이 될 수 있다고 생각합니다.
iria_human.heulfryn.158	우선, 생명력과 부상에 대해 설명하네요. <p/><image name='npctalk_life_damaged'/>적에게 공격받으면 생명력이 떨어지는군요? <br/>붉은 그래프와 숫자가 생명력을 나타내고 있어,<br/><username/>씨의 생명력은 푸른 환과 아울러<br/>화면아래에서 항상 확인할 수 있습니다. <p/><image name='npctalk_dead'/>생명력이 0이 되면 행동 불능이 되어 버립니다. <br/>행동 불능이 되면 넘어져 움직일 수 없게 되어 버려,<br/>다른 사람이 도와 줄 때까지 기다리지 않으면 안됩니다. <p/><image name='npctalk_dead'/>혹은, 거리나 마을에서 부활하는 것을 선택할 수 있습니다만,<br/>그 경우, 경험치의 손실과 추가 부상은 받지 않을 수 없습니다. <p/><image name='npctalk_skill_rest'/>또, 줄어든 생명력은,<br/>알렉시나 대장으로부터 가르쳐 받을 수 있는 휴게 스킬로 회복할 수 있습니다만,<br/>과연 그것이라고 시간이 너무 걸려 버립니다. <p/><image name='mabinogi_skill_healing'/>그런 때는, 히링이라고 하는 마법을 알고 있는 분에게 도움을 요구해 봐 주세요. <br/>거리의 근처이면, 거리에 있는 치료자에 치료해 받아도 좋아요. <br/>만약, 그것들이 안돼 그렇다면, 라이프 포션을 사용해,<br/>스스로 회복시키는 방법도 있습니다. <p/><image name='npctalk_lifepotion'/>포션은 각 거리나 마을에 있는 치료자로부터 구입할 수도 있고,<br/>보물상자나 넘어뜨린 동물로부터 입수할 수도 있습니다. <br/>라이프 포션을 사용하면, 곧바로 생명력을 회복시킬 수가 있습니다만…<br/>과음하면 중독이 되어 버리므로, 조심해 주세요. <p/><image name='npctalk_potion_toxic'/>중독에 걸리면, 포션을 사용해도 회복할 수 없고,<br/>심한 경우는, 반대로 생명력이 줄어드는 경우도 있으므로,<br/>포션은 한 번에 너무 사용하지않게 주의해 주세요. <button title='계속한다' keyword='@continue'/>
iria_human.heulfryn.159	~그러면, 지금부터 직접 실습을 해 봅시다. <br/>내가 라이프 포션 10을 1개 가방에 넣네요~. <br/>… 그리고,<username/>씨의 붉은 생명력이 조금 줄어들었어요?
iria_human.heulfryn.160	<image name='npctalk_lifepotion'/>목록을 열어, 내가 건네준 라이프 포션 10을 사용해 봐 주세요. <br/>붉은 생명력이 회복되는 것이 볼 수 있을 것입니다. <br/>드셨습니까? <button title='네, 마셨습니다. ' keyword='@done'/><button title='어떻게 마십니까? ' keyword='@howtoeat'/>
iria_human.heulfryn.161	생명력이 회복했군요?
iria_human.heulfryn.162	<username/>씨… 아직 포션을 마셔지고 있지 않네요? <br/>목록을 열어, 지금 건네준 포션을 드셔 봐 주세요. <br/>실습중에는 좀 더 집중 해 줄 수 있습니까?
iria_human.heulfryn.163	목록을 열어, 포션을 사용하려면<br/>화면아래 쪽에 있는 목록이라고 하는 버튼을 누르는지,<br/>I키를 누르면 가방이 열립니다. <p/>연 가방에 내가 건네준 라이프 포션 10이 있군요? <br/>작은 붉은 라이프 포션 10을 오른쪽 클릭 해<br/>「사용한다」를 선택한다고 포션을 사용할 수 있습니다.
iria_human.heulfryn.164	<image name='npctalk_wound'/>전투를 하고 있으면, 아무리 포션을 마셔도 회복하지 않는 경우가 있습니다. <br/>붉은 그래프안의 검은 부분이 「부상」이라고 불린다, 포션을 사용해도 회복하지 않는 부분입니다. <p/><image name='npctalk_skill_campfire'/>부상도, 캠프 파이어의 곁에서 휴게를 하면 회복할 수 있습니다만…<br/>습기가 많아, 차가운 던전 중(안)에서는, 캠프 파이어를 피워도 부상은 회복할 수 없습니다. <p/>또, 붕대를 감아 부상을 치료할 수도 있습니다만, , 그걸 위해서는 「응급 치료」라고 하는 스킬이 필요합니다. <br/>생명력이 줄어들면, 나의 곳에 와 주시면 치료를 받게 되기 때문에,<br/>그 때, 「응급 치료」스킬도 지도 하네요. <br/>붕대는, 우리들 치료자가 판매하고 있으므로, 필요한 분만큼 상비하는 것을 잊지 않도록 해 주세요.
iria_human.heulfryn.165	그러면, 스태미너에 대해 설명하네요. <p/>일반적으로, 스킬을 사용하면 스태미너가 소모되어<br/>스태미너가 없어지면 스킬이 사용할 수 없게 됩니다. <br/>소모된 스태미너는, 앉아 쉬고 있으면 회복할 수 있습니다. <p/>그렇지만, 전투중은 과연 앉아 휴게, 무슨 무리이네요? <p/><image name='npctalk_staminapotion'/>그런 때로는, 스태미너 포션을 마셔 회복하면 좋아요. <br/>스태미너 포션은, 각 거리와 마을의 치료자로부터 구입할 수 있습니다. <br/>그렇지만, 라이프 포션과 같이, 스태미너 포션도<br/>한 번에 과음하면 중독에 걸리므로, 주의해 주세요. <button title='계속한다' keyword='@continue'/>
iria_human.heulfryn.166	, 그러면, 지금부터 실습을 해 봅시다. <br/>내가 스태미너 포션 10을 1개 가방에 넣네요~. <br/>… 그리고,<username/>씨의 황색의 스태미너가 조금 줄어들었어요?
iria_human.heulfryn.167	<image name='npctalk_staminapotion'/>목록을 열어, 내가 건네준 스태미너 포션 10을 사용해 봐 주세요. <br/>황색의 스태미너를 바뀌는 것 압니까? <br/>드셨습니까? <button title='네, 마셨습니다. ' keyword='@done'/><button title='어떻게 마시는 것입니까? ' keyword='@howtoeat'/>
iria_human.heulfryn.168	스태미너가 회복했군요?
iria_human.heulfryn.169	<username/>씨… 아직 포션을 마셔지고 있지 않네요? <br/>목록을 열어, 지금 건네준 포션을 드셔 봐 주세요. <br/>실습중에는 좀 더 집중 해 줄 수 있습니까?
iria_human.heulfryn.170	목록을 열어, 포션을 사용하려면<br/>화면아래 쪽에 있는 목록이라고 하는 버튼을 누르는지,<br/>I키를 누르면 가방이 열립니다. <p/>연 가방으로부터 내가 건네준 스태미너 포션 10이 있군요? <br/>작은 황색의 스태미너 포션 10을 오른쪽 클릭 해<br/>「사용한다」를 선택한다고 포션을 사용할 수 있습니다.
iria_human.heulfryn.171	그러면, 마지막에 공복에 대해 설명하네요. <p/><image name='npctalk_foodgauge_1'/>공복인가 어떤가는, 스태미너 게이지를 본다고 압니다. <br/>보통, 스태미너 게이지는 노란 색입니다만,<br/>그 중에 검어지고 있는 부분이 공복을 나타냅니다. <p/><image name='npctalk_foodgauge_2'/>얇은 황색의 부분은<br/>다만 스태미너가 소모된 것 뿐인 것으로, 쉬면 곧 회복합니다만,<br/>검어진 부분은 아무리 휴게를 취해도<br/>조금씩 밖에 회복하지 않습니다. <p/><image name='npctalk_foodgauge_2'/>는, 어떻게 하면 좋은가? <br/>공복을 채우는 것은… 물론 식사군요? <br/>인 것으로, 여기는 식사를 해 기력을 채워 줄 필요가 있습니다. <br/>이리아에는 여러 가지 음식이 있습니다만,<br/>대개는 에피씨가 팔고 계십니다. <br/>물론, 알이나 열매와 같이, 주위의 자연으로부터 곧 입수할 수 있는 것도 있으므로, 그것을 먹어도 좋아요. <button title='계속한다' keyword='@continue'/>
iria_human.heulfryn.172	~그러면, 지금부터 직접 실습을 해 봅시다. <br/>내가 열매를 1개 가방에 넣네요~. <br/>… 그리고,<username/>씨의 황색의 스태미너가 조금 검게 바뀌었어요?
iria_human.heulfryn.173	목록을 열어, 내가 건네준 열매를 드셔 봐 주세요. <br/>붉은 열매이니까 보면 금방 압니다. <br/>검은 부분이 황색으로 바뀌는 것 압니까? <br/>드셔 보았습니까? <button title='먹었습니다' keyword='@done'/><button title='어떻게 먹을 것입니까? ' keyword='@howtoeat'/>
iria_human.heulfryn.174	공복이 채워지는 것을 보셨습니까? <br/>어떻습니까? 이해가 되었습니까?
iria_human.heulfryn.175	어? <username/>씨. 아직 열매를 먹고 있지 않네요? <br/>, 목록을 열어, 지금 건네준 열매를 먹어 봐 주세요.
iria_human.heulfryn.176	목록을 열어, 열매를 먹는 방법은<br/>화면아래 쪽에 있는 목록이라고 하는 버튼을 누르는지,<br/>I키를 누르면 가방이 열립니다. <p/>연 가방으로부터 내가 건네준 열매가 있군요? <br/>붉은 열매를 오른쪽 클릭 해<br/>「사용한다」를 선택하면 열매를 먹을 수 있습니다.
iria_human.heulfryn.177	<image name='npctalk_cookery'/>기본적으로, 음식 중(안)에서 조리 불필요한 것은<br/>스태미너를 채우는 이외는, 먹어도 특히 효과는 없습니다. <br/>그렇지만, 요리의 능숙한 것이 만들어진 요리는, 먹은 사람에게 특별한 효과를 주거나 합니다. <p/><image name='npctalk_cookery'/>아무튼, 어떤 효과가 있을까는, 실제로 먹은 분을 알 수 있을까하고…. <br/>그렇지만, 맛있기 때문이라고 해 너무 과식하면<br/>살쪄 버리므로, 주의해 주세요. <br/>아무튼, 안에는 다이어트에 효과가 있는 음식도 있습니다만…. <br/>요리는, 필요한 때, 필요한 분만큼 먹는 것이 큰 일이예요.
iria_human.heulfryn.178	그런데… 상당히 장황히 설명해 버렸습니다만, 여기까지의 이야기,<br/>전부 괜찮습니까? <p/>그러면, 이번은 단축 키에 대해 설명하네요. <p/>조금 전 설명한 포션이나 요리 따위를 섭취할 때,<br/>하나 하나 목록을 열어 오른쪽 클릭 하는 것은<br/>, 귀찮네요? <p/>그런 때는 단축 키를 사용하면 편리해요. <br/>H키를 누르면, 라이프 포션,<br/>J키를 누르면 마나포션,<br/>K키를 누르면 스태미너 포션을 사용할 수 있습니다. <p/>「그러면, 요리도 단축 키로 먹을 수 있지?」라고 생각하는군요. <br/>물론 할 수 있습니다. 요리의 경우는 Ctrl + K키를 사용해 봐 주세요. <br/>덧붙여서, 포션도 요리도, 단축 키를 사용하면 종류에 관계없이<br/>제일 우측으로부터 소비되어 갑니다. <p/>확인하지 않고 쇼트 컷을 사용하면,<br/>어느새인가 소중한 포션이나 요리를 먹어 버리는 일이 있으므로<br/>평소부터 목록을 정리해 두면 좋아요.
iria_human.heulfryn.179	휴게를 하면 마나 이외는 회복 속도가 오릅니다. <br/>유일 마나만이 일정에 밖에 회복합니다만,<br/>밤이 되어 이웨카가 오르면 회복이 조금 빨리 됩니다. <br/>낮, 마나톤넬의 근처에 있어도, 그 영향으로 마나를 곧 회복할 수 있습니다. <p/><image name='npctalk_skill_campfire'/>다른, 생명력과 스태미너, 부상이라든지는<br/>앉아 휴게를 하는 것으로 조금 빨리 회복할 수 있어요. <br/>만약, 주위에 캠프 파이어가 있으면, 회복의 속도가 한층 더 빨리 됩니다. <br/>그러니까, 휴게를 취할 때에는 주위에 캠프 파이어가 있을지 어떨지 한 번 찾아 봐 주세요. <p/><image name='npctalk_skill_campfire'/>아! 그리고~, 캠프 파이어의 주위에 앉아 있는 경우에는, 회복이<br/>빠른 것뿐이 아니고, 가지고 있는 요리도 나누어 먹을 수 있어요~. <br/>캠프 파이어의 주위에 앉으면, 「사용한다」로<br/>음식을 나누어 드셔 봐 주세요.
iria_human.heulfryn.180	안녕하세요. <username/>씨군요? <br/>만나뵐 수 있어 기쁩니다. <br/>나는 케르라베이스캐프의 히르브린이라고 합니다. <p/>일자리는… 그렇네요. 억지로 말한다면 치료자… 입니까. <br/>아. 사제의 공부는 분명하게 뜯고 있으므로<br/>그 점은 안심 주세요? <p/><username/>씨의 일은 알렉시나씨로부터 묻고 있습니다. <br/>각종 일부에 대해, 군요? <p/>그럼, 지금부터 이 땅에서 여러 가지 탐험을 하기에 즈음해,<br/>알아 두면 편리한 기술이나 일부에 대해,<br/>나의 아는 범위에서, 입니다만… 설명하네요.
