tirchonaill.dilys.1	디리스가 로그인했습니다.
tirchonaill.dilys.147	우선, 생명력과 부상에 대해 설명하네요. <p/><image name='npctalk_life_damaged'/>마족이나 맹수들로부터 공격받아 생명력이 줄어들었을 때는<br/>조심해 주세요. 화면상의 붉은 바와 숫자,<br/><username/>씨의 머리 위의 그래프가 그것입니다. <p/><image name='npctalk_dead'/>생명력이 0이 되면, 운이 좋다면 어떻게든 됩니다만<br/>지면에 넘어져, 움직일 수 없게 되어<br/>다른 사람의 도움이 없으면 움직일 수 없습니다. <br/>마을에서 부활을 선택하면, 강제적으로 마을에 돌아오는 경우도….
tirchonaill.dilys.148	그렇게 말하면,<username/>씨, 휴게 스킬은 사용할 수 있습니까? <br/>이제(벌써) 노라에는 만난 것 같네요. 민첩하네요.
tirchonaill.dilys.149	그렇게 말하면,<username/>씨는 아직 휴게 스킬을 모르는 것 같구나. <br/>곧 배울 수 있도록해 두어요.
tirchonaill.dilys.150	<image name='npctalk_skill_rest'/>이니까 생명력이 적게 되었을 때는, 앉아 쉬거나…<br/>
tirchonaill.dilys.151	<image name='mabinogi_skill_healing'/>가 아니면, 다른 사람으로부터 치료를 받을 수도 있어요. <br/>긴급의 경우는, 치료자의 집에 오면<br/>나부터 치료를 받을 수가 있습니다. <p/><image name='npctalk_lifepotion'/>에서도, 던전에서 상처를 입을 때에 그렇게 할 수 없지요? <br/>그런 때 필요한 것이 라이프 포션입니다. <br/>치료자의 집에서 구입할 수 있어<br/>보물상자나 마족이 떨어뜨린 것으로부터도 손에 들어 오거나 합니다. <p/><image name='npctalk_wound'/>이러한 포션은, 사람의 몸에 있는 자연치유력을 활성화 시키고<br/>활동할 수 있도록해 줍니다만, 상처까지는 치료할 수 없습니다. <br/>데미지를 받았을 때, 검어져 버린 부분은 부상이라고 해,<br/>포션에서도 회복할 수 없습니다. <p/><image name='npctalk_skill_campfire'/>물론 캠프 파이어로<br/>충분히 몸을 쉬게 할 수가 있으면 그렇게 말한 부상도 회복합니다만…<br/>습기가 많은 추운 던전에서는, 그대로의 회복은 바랄 수 없습니다. <br/>그러한 경우는 붕대를 감아, 상처가 치유되도록 하지 않으면 안됩니다. <p/>붕대는'응급 치료'라고 하는 스킬이 없으면 사용할 수 없습니다. <br/>응급 치료 스킬은… 치료자로부터 한 번 치료를 받으면<br/>가르쳐 드립니다. 나부터 치료를 받아도 괜찮으며. <p/><image name='npctalk_lifepotion'/>어쨌든 긴급의 경우, 라이프 포션만 있으면<br/>우선 행동 불능이 되는 것을 막을 수가 있습니다. <br/>그렇지만 어디까지나 약인 것로<br/>많이 복용하면 약중독에 걸리므로 주의해 주세요. <p/><image name='npctalk_potion_toxic'/>중독에 걸리면 머리가 멍─하니 해, 몸도 온전히 움직이지 않고<br/>심한 경우는 생명력이 줄어드는 일도 있습니다. <br/>제일 좋은 방법은, 동료와 강력 하면서 상처를 치료해<br/>악화되는 것입니다. <p/>모험하러 갈 때는, 반드시 나와 같은 치료자로부터<br/>포션과 붕대를 사 갖추어 주세요. <br/>트레보의 말을 믿어 던전에 가서는 안 돼요. 알았어요? <button title='계속한다' keyword='@continue'/>
tirchonaill.dilys.152	그러면 지금부터 실제로 연습해 봅시다. <p/>방금전 10포인트 회복할 수 있는 라이프 포션 10을 드렸습니다. <br/>목록을 열어, 그 포션을 사용해 봐 주세요. <br/>붉은 색인 것으로 곧 발견된다고 생각합니다. <br/>사용했습니까? <button title='네' keyword='@done'/><button title='어떻게 사용합니까? ' keyword='@howtoeat'/>
tirchonaill.dilys.153	생명력이 회복한 것을 알았습니까? <br/>이것으로 조금 라이프 일부에 대해 이해할 수 있던 것 같네요.
tirchonaill.dilys.154	<username/>씨… 아직 포션 사용하지 않았던 것 같네요. <br/>목록을 열어, 내가 드린 포션을 사용해 봐 주세요. <br/>제대로 말해졌던 대로 해 주세요.
tirchonaill.dilys.155	목록? 이것은 정말로 초보적인 일입니다만…<br/>화면하에 있는 「목록」이라고 하는 버튼인가,<br/>간단하게 i키를 눌러 봐 주세요. <p/>포션의 사용법은 간단합니다. <br/>지금 드린 라이프 포션 10을 오른쪽 클릭 해,<br/>'사용하는'를 선택하면 사용할 수 있습니다. <br/>자, 해 봅시다.
tirchonaill.dilys.156	그러면, 스태미너에 대해 설명하네요. <p/>여러 가지 어려운 행동이나 스킬을 사용할 때는,<br/>스태미너를 급격하게 소모합니다만, 스태미너의 소비는<br/>앉아 쉬어도 곧 회복합니다. <p/>그 때문에 실제문제가 되는 것은, 전투때 뿐입니다. <br/>앉아 쉴 여유가 없기 때문에, 함부로 스킬을 사용해<br/>전투를 하고 있으면, 어느새인가 스태미너가 줄어들어<br/>실력을 발휘 할 수 없게 됩니다. <p/><image name='npctalk_staminapotion'/>이런 경우에는, 스태미너 포션을 마시면, 위험한 상황으로부터<br/>일단 탈출할 수가 있습니다. 스태미너 포션은 라이프 포션과<br/>같아 치료자로부터 구입할 수가 있습니다. <br/>… 물론 나도 팔고 있어요. <p/>평상시는 너무 필요하지는 않습니다만, 던전에 갈 때<br/>몇 개 준비해 두면, 도움이 될 것입니다. <br/>이따금 아르바이트중에 마시는 사람도 보입니다만,<br/>그러한 사람에게는 그다지 무리하지 않도록 말하고 싶습니다. <p/>스태미너 포션도 역시 약인 것로<br/>과음하는 것은 몸에 좋지 않습니다. <br/>그것은 어떤 포션도 같기 때문에, 주의해 주세요. <button title='계속한다' keyword='@continue'/>
tirchonaill.dilys.157	그러면 지금부터 실제로 연습해 봅시다. <p/>방금전 10포인트 회복할 수 있는 스태미너 포션 10을 드렸습니다. <br/>목록을 열어, 그 포션을 사용해 봐 주세요. <br/>노란 것으로 곧 발견된다고 생각합니다. <br/>사용했습니까? <button title='네' keyword='@done'/><button title='어떻게 사용합니까? ' keyword='@howtoeat'/>
tirchonaill.dilys.158	스태미너가 회복한 것을 알았습니까? <br/>이것으로 조금 스태미너 일부에 대해 이해할 수 있던 것 같네요.
tirchonaill.dilys.159	<username/>씨… 아직 포션 사용하지 않았던 것 같네요. <br/>목록을 열어, 내가 드린 포션을 사용해 봐 주세요. <br/>제대로 말해졌던 대로 해 주세요.
tirchonaill.dilys.160	목록? 이것은 정말로 초보적인 일입니다만…<br/>화면하에 있는 「목록」이라고 하는 버튼인가,<br/>간단하게 i키를 눌러 봐 주세요. <p/>포션의 사용법은 간단합니다. <br/>지금 드린 스태미너 포션 10을 오른쪽 클릭 해,<br/>'사용하는'를 선택하면 사용할 수 있습니다. <br/>자, 해 봅시다.
tirchonaill.dilys.161	그러면, 다음에 공복에 대해 설명하네요. <p/>공복 상태라면 기본적으로 기력이 없고<br/>아무리 포션을 마셔도 의미가 없습니다. <br/>어떤 일이라도, 배가 채워지지 않을 때는<br/>격렬한 행동은 피하는 편이 좋을 것입니다. 물론 전투는 말할 필요도 없습니다. <p/><image name='npctalk_foodgauge_1'/>공복인가 어떤가는 스태미너 게이지를 본다고 압니다. <br/>스태미너 게이지는 통상 황색으로 표시되고 있습니다만,<br/>그 중 흑으로 표시되고 있는 부분이 있다고 생각합니다. <br/>그 부분이 음식이 부족한 공복 상태를 나타내고 있습니다. <p/><image name='npctalk_foodgauge_2'/>얇은 황색으로 스태미너가 사용된 부분은<br/>다만 기력이 소모된 것 뿐으로, 쉬자마자 회복합니다만<br/>검은 공복 부분은 아무리 쉬어도<br/>스태미너는 갈색으로 조금씩 밖에 회복하지 않습니다. <p/><image name='npctalk_foodgauge_2'/>그 때문에 이 부분은 뭔가 먹어 회복시켜 주세요. <br/>에린에는 여러가지 음식이 있습니다만, 대부분의 음식은<br/>식료품점에서 구입할 수 있습니다. <br/>알이나 열매와 같이 자연으로부터 곧 얻을 수 있는 것도 있습니다만. <p/><image local='true' name='npctalk_egg'/>알은 양손에 아무것도 가지고 있지 않은 상태로<br/>암탉을 클릭 하면 채집을 시작합니다. <br/>암탉이 움직여 버리면 채집 할 수 없기 때문에,<br/>암탉의 움직임이 멈추자마자 클릭 하면 좋을 것입니다. </p><image local='true' name='npctalk_gatherberry'/>열매는 마을 가까이의 키의 낮은 나무를<br/>클릭 해 두드리면, 때때로 떨어져 내립니다. <br/>식료품점에서 이 열매를 주워 오는 아르바이트를<br/>주므로, 돈을 벌 수도 있습니다. <p/><image local='true' name='npctalk_gatherberry'/>어렸을 적은 조금 먹은 것 뿐이라도 곧 만복이 되기 (위해)때문에,<br/>음식에 의한 스태미너도 곧 회복합니다. <br/>그렇지만 나이를 먹으면, 소화하기에도 시간이 걸리기 (위해)때문에…<br/>긴급하지 않으면, 먹은 앞으로 조금 쉬는 편이 좋다고 생각합니다. <button title='계속한다' keyword='@continue'/>
tirchonaill.dilys.162	그러면 지금부터 실제로 연습해 봅시다. <p/>방금전 내가 열매를 하나 드렸습니다. <br/>목록을 열어, 그 열매를 먹어 봐 주세요. <br/>붉고 둥근 열매인 것으로 곧 발견된다고 생각합니다. <br/>먹었습니까? <button title='먹은' keyword='@done'/><button title='어떻게 먹습니까? ' keyword='@howtoeat'/>
tirchonaill.dilys.163	공복이 해소된 것을 알았습니까? <br/>어떻습니까? 이것으로 조금은 이해할 수 있었군요?
tirchonaill.dilys.164	<username/>씨… 아직 열매를 먹지 않았던 것 같네요. <br/>목록을 열어, 내가 드린 열매를 먹어 봐 주세요. <br/>제대로 말해졌던 대로 해 주세요.
tirchonaill.dilys.165	목록? 이것은 정말로 초보적인 일입니다만…<br/>화면하에 있는 「목록」이라고 하는 버튼인가,<br/>간단하게 i키를 눌러 봐 주세요. <p/>음식을 먹는 것은 간단합니다. <br/>지금 드린 열매를 오른쪽 클릭 해,<br/>'사용하는'를 선택하면 먹을 수 있습니다. <br/>자, 해 봅시다.
tirchonaill.dilys.166	<image name='npctalk_cookery'/>음식 가운데, 요리를 하지 않는 음식은<br/>공복을 채우는 이외의 효과는 없습니다만,<br/>능숙하게 요리된 음식에는, 다른 효과가 추가됩니다. <p/><image name='npctalk_cookery'/>어떤 효과가 있을까는 직접 먹어 보는 것이 제일입니다. <br/>이따금 매우 맛있는 요리를 먹으면<br/>방심 상태가 되어 버리는 경우도 있는 것 같아…<br/>뭐든지 도가 지나친다 라고 좋지 않지요? <p/>맛있기 때문에는 만복 상태로 계속 먹자<br/>곧 살쪄 버려요. <br/>음식안에는 야윌 수 있는 음식도 있습니다만…. <br/>요점은 여러가지 종류를 구석구석까지 먹는 것이 중요합니다.
tirchonaill.dilys.167	지금까지 많이 설명했습니다만,<br/>잘 이해할 수 있었습니까? <br/>이번은 단축 키에 대해 설명하네요. <p/>지금까지 설명한 포션이나 음식 따위를 먹을 때<br/>하나 불편한 점이 있다고 생각합니다. <p/>포션이나 음식을 서둘러 섭취하지 않으면 안 될 때라고 하면 보통은<br/>전투시입니다만, 목록을 열어 오른쪽 클릭을 하고 있어<br/>시간도 걸려 불편하네요. <p/>그러한 때는, 단축 키라는 것이 있습니다. <br/>H를 누르면 라이프 포션, J를 누르면 마나포션,<br/>K를 누르면 스태미너 포션을 사용할 수가 있습니다. <br/>유감스럽게 마나포션은 치료자의 집에서는 팔고 있지 않습니다. <p/>그럼 음식도 단축 키로 먹을 수 있을까라는…? <br/>네. 물론입니다. 음식은 Ctrl+K로 먹을 수가 있습니다. <br/>포션도 음식도 모두 단축 키를 사용하면 종류에 관계없이<br/>제일 우하에 있는 것으로부터 소비됩니다. <p/>깜빡하면 귀중한 포션이나 음식을 모르는 동안에 소비해 버리므로<br/>평상시부터 목록을 정리해 두는 편이 좋아요.
tirchonaill.dilys.168	휴게는 모든 스킬의 기본중의 기본입니다. <br/>이 스킬을 가르쳐 주는 사람에게<br/><username/>씨를 소개하는 편지를 보내 두네요. <br/>퀘스트를 해내고 있으면, 그 중 연락이 온다고 생각합니다. <p/>쉬면 마나를 제외한 모든 몸 상태가 빨리 회복합니다. <br/>유일 마나는, 자연히(에) 회복하지 않는 부분입니다. <br/>이것만은, 밤이 되어 이웨카가 오르지 않으면 빨리 회복하지 않습니다. <br/>자세한 것은 학교의 라사 선생님의 수업을 들어 주세요. <p/><image name='npctalk_skill_campfire'/>다른 것, 생명력이나 스태미너, 부상 따위는,<br/>앉아 쉬면 조금 빨리 회복합니다. <br/>만약 근처에 캠프 파이어를 하고 있으면 좀 더 빠르게 회복하므로<br/>쉴 때는 근처를 한 번 둘러봐 주세요. <p/><image name='npctalk_skill_campfire'/>아… 그리고, 캠프 파이어의 근처에서 앉는 경우, 회복이<br/>빠를 뿐만 아니라, 가지고 있는 음식도 쉐어 할 수 있습니다. <br/>캠프 파이어 근처에 앉아 있다면, '사용하는'를 사용해<br/>음식을 쉐어 해 봐 주세요.
tirchonaill.dilys.169	미안합니다…. <br/>나부터 가르칠 수 있는 스킬은 없는 것 같습니다.
tirchonaill.dilys.170	포션을 만드는 스킬은, 나도 몇 년간 걸쳐 겨우 기억했습니다. <br/>에린에 온지 얼마 안된<username/>씨에게는 조금 어렵다고 생각하기 때문에,<br/>다른 일로부터 기억하는 것은 어떻습니까. <p/>그렇게 말하면, 열매를 채집하는 방법은 알고 계십니까? <br/>열매가 다이어트에 효과가 있다는 것으로 모으고 싶습니다만…<p/>아! <br/>아니오, 내가 다이어트 할 것이 아닙니다. <br/>케이틴씨에게 조금… 후훅. <p/>나무를 쭉 두드리고 있으면, 열매가 떨어져 내립니다. <br/>네? 나무는 어디에 있는지? <br/>이 집을 나온 곳에도 나무가 있고,<br/>다른 곳의 나무에서도 얻어요. <p/>그렇지만 촌장씨의 집 앞에 있는 큰 나무를 두드리면<br/>촌장씨에게 혼나 버릴지도 모르네요. <br/>열매를 가져와 받으면, 답례를 드립니다. <p/>아, 그렇다! <br/>우선 밖에서 후크로우가 배달해 주는 메모를 읽고 나서,<br/>열매를 손에 넣어 주세요.
tirchonaill.dilys.171	말콤의 친구의<username/>씨군요, 안녕하세요. <br/><username/>씨의 도움이 될 것 같으므로, 이것을 드립니다.
tirchonaill.dilys.172	노라의 친구의<username/>씨군요, 안녕하세요. <br/><username/>씨의 도움이 될 것 같으므로, 이것을 드립니다.
tirchonaill.dilys.173	마지막에 또 하나. <p/>다소 돈이 필요합니다만,<br/>각 마을의 치료자로부터 치료를 받을 수가 있습니다. <br/>조금 전, 내가 치료자의 집에서<br/>치료를 받게 된다고 한 것은 기억하고 있군요? <p/>싼 비용으로 상처까지 치료를 받게 되므로<br/>긴급의 경우가 아니면, 꼭 이용해 주세요. <p/>아… 그리고<username/>씨가 10 레벨이 될 때까지는<br/>매일 아침 이웨카가 가라앉기 전에 와 받을 수 있으면<br/>포션을 선물 합니다. <br/>이웨카는 하늘에 떠오르는 달의 일입니다. <p/>시간은, 그림자를 봐도<br/>알기 힘들면<hotkey name='ClockView'/>키를 눌러 에린의 시간을 확인해 주세요. <br/>이웨카가 가라앉는 시간은, 아침 6시입니다. <p/>나부터는 이상입니다. <br/>부디 몸을 조심해 주세요. <button title='계속한다' keyword='@continue'/>
