emainmacha.subnpc.cecil.1	세실 데뷔.
emainmacha.subnpc.cecil.156	맛있네. 잘했어.
emainmacha.subnpc.cecil.157	이런맛은 처음이야!!<br/>혀가 녹아버릴 것 같아
emainmacha.subnpc.cecil.158	실크 황새치를 사세요! 고마워요. [Male:형제/여동생]이봐, 너에게 1 만 골드 줄까?
emainmacha.subnpc.cecil.159	<button title='충분하지 않음' keyword='@msg1_1'/>
emainmacha.subnpc.cecil.160	<button title='충분' keyword='@msg1_2'/>
emainmacha.subnpc.cecil.161	정말? 음 ... 그렇습니다. 네, 아직도 물어볼 게 있어요 [남자 : 형제 / 자매 ...]<p/>
emainmacha.subnpc.cecil.162	<npcportrait name='NONE'/><title name='NONE'/>(세실은 계속 시선을 피했다.) <p/>
emainmacha.subnpc.cecil.163	이봐, 괜찮아. 실제로, 나는 Cardoque라고 부르 어지는 삼촌이 종종 가격을 질질 끌고 고객에게 거짓말을했다는 말을 들었습니다 ... 나는 또한 충분한 돈으로는 충분하지 않을 것이라고 걱정했습니다. 그리고 저는 많은 돈을 가지고 있지 않습니다 ... <p/>
emainmacha.subnpc.cecil.164	(세실은 구제와 함께 사임했다가 계속되었다.) <p/>네, 아직도 물어볼 게 있어요 [? Male : 형 / 여동생]<p/>
emainmacha.subnpc.cecil.165	흠 ... 솔직히이 질문에 대답해야합니다. 진실을 절대 말할 수 없다! [?Male:형제/여동생]요리가 끝났습니까?
emainmacha.subnpc.cecil.166	<button title='good' keyword='@msg4_1'/>
emainmacha.subnpc.cecil.167	<button title='부적합' keyword='@msg4_2'/>
emainmacha.subnpc.cecil.168	너는 나에게 거짓말을한다! 비록 내가 아무 것도 모른다해도, 나는 그 종류의 중위에게 속지 않을 것이다. <p/>
emainmacha.subnpc.cecil.169	진실하게보고 해 주셔서 감사합니다. <p/>
emainmacha.subnpc.cecil.170	다행히도, 나는 Say Sona 자매가 Pei Pei 형제 모피에서 요리를 배웠기 때문에 조금 이해합니다. <p/>그러면 특별한 안내를 드리겠습니다. 나에게 먼저와. <p/>
emainmacha.subnpc.cecil.171	(제 뒤에있는 세실은 제 손을 잡고 요리하는 법을 말하기 시작했습니다.) 요컨대, 재료를 섞을 때 손목은 부드러워 야합니다 ... 엄지 손가락과 집게 손가락의 힘은 매우 큽니다. 중요 <p/>
emainmacha.subnpc.cecil.172	(재료를 혼합하는 방법에 대한 시연으로 세실 손이 내 손에 달려있다.) <p/>[? 남성 : 형제 / 자매]아 열을 많이 건네 준다. 지금가는 길이야? 다음에 요리하는 법에 관한 책을 읽고, 읽고 읽도록하겠습니다. <p/>
emainmacha.subnpc.cecil.173	(세실은 나에게 땀으로 뒤덮인 소책자를 건네 주었다.) <p/>
emainmacha.subnpc.cecil.174	흠 ...하지만 여전히 요리의 기본 기술을 이해하고 있습니다 ... 글쎄, [남성 : 형제 / 자매]이기 때문에 글자를 쓸 가치가 있겠지요?
emainmacha.subnpc.cecil.175	나는 또한 ... <username/>[? Male : old brother / sister]는 Kruas를 비할 데없는 유능한 전문가라고합니다.
emainmacha.subnpc.cecil.176	또한 성도 자매와 공부했지만 정상적인 요리에 대해 많은 것을 배웠습니다 ... 그러나 그러나 ... 구운 실크 해물을 불로 요리 할 수 ​​있습니까? (세실은 어깨를 으 sh하여 비참한 표정을 보여 주었다.) 나는 무서워요! 나는 그 무서운 불을 어떻게 자유롭게 사용할 수 있습니까? 아를 요리하는 손 ... <p/>다른 요리라면, 실제로 할 수있을 것입니다 ...하지만 구운 요리는 아무것도 아닙니다. 원래 자매 누나 Sona를 방문하고 싶었지만 물건이 타라에 갔기 때문에 ... </p>Cagayan의 생일이 임박했고 내 동생이 돌아올 때까지 기다릴 수 없습니다 ... 그래서 ... <p/><npcportrait name='NONE'/><title name='NONE'/>(세실은 말할 수없는 모습을 드러내 기 위해 손을 문질렀다.)
emainmacha.subnpc.cecil.177	<button title='요리 대신' keyword='@msg10_1'/>
emainmacha.subnpc.cecil.178	<button title='모르는 체하는' keyword='@msg10_2'/>
emainmacha.subnpc.cecil.179	정말로? 너 진심이야? 고마워? [남자 : 형제 / 자매]<p/>
emainmacha.subnpc.cecil.180	(세실 두 팔을 벌려는 내 목에 매달려 나를 껴 안았다.) <p/>나는 [남성 :? 형제 / 자매]항상 무슨 짓을했는지 <BR/>하지 않았다 전에 그래서 나는 미래에 내가 나에게 큰 친절 [남성 :? 형제 / 자매]을 잊지 않을 것입니다 <BR/>카이스 형제 친척의 다음을 <BR/>경우에도 ... 나 좀 도와. <p/>당신이 바베큐 요리를 원한다면, 당신은 내가 당신에게 먼저 손을 줄 것이다 전에 맞죠? <BR/>내가 사용하는 것을 알고, 다양한 숟가락과 냄비와 프라이팬이 필요합니다. <p/>
emainmacha.subnpc.cecil.181	(세실은 나에게 다기능 숟가락과 조리기구를 건네고 체온은 여전히 ​​따뜻했다.) </p>요리법은 ... 박하 비단 검. 다시 말하자면 ... 먼저 우리는 후추와 올리브 오일이 필요합니다. 이봐 요. 이봐 요. 이봐 요. 이봐 요. 조언을 다시 요청하십시오. 나는 잠시 동안 요리 방법을 묻기 위해 갔고, 나에게 다시 말했다.
emainmacha.subnpc.cecil.182	[남자 : 형제 / 자매]잠깐 ... 잠깐만 ... ... 나는 너를 기쁘게하는 것을 가지고있다. <p/>
emainmacha.subnpc.cecil.183	(세실은 내 코트를 잡고 눈을 들어 나를 보았다.)
emainmacha.subnpc.cecil.184	<button title='요리 대신' keyword='@msg12_1'/>
emainmacha.subnpc.cecil.185	<button title='무시' keyword='@msg12_2'/>
emainmacha.subnpc.cecil.186	알았어. 알았어. <p/>...
emainmacha.subnpc.cecil.187	sailfish는 82 % 올리브 오일 10 %이며, 후추 8 %가 황금 비율임을 기억하십시오. 소금이 아니라는 것을 기억하세요, 후추입니다! <p/>아 ... 알았어요. 동생에게 자세히 알려주세요. </p>(왼쪽 뺨에 세실 Pei Peide가 Pei Reid에게 부드럽게 키스했으며, 귀가 붉게 변했습니다.) < [/ male : 형 / 여동생]들었던 다용도 스푼과 냄비를 양손에 얹고 스토브 앞에 서십시오. 요리 기술을 사용하십시오. </p>그런 다음 실크 돛새치 82 %, 올리브유 10 %, 후추 8 %의 비율에 따라 쿠코 형제를 위해 두껍고 구운 실크 향의 생일 고추를 만들 수 있습니다 Sailfish! </p>세실은 나를 완전히 바라보고 있습니다. <p/>식사가 끝나면 데려다주세요. 맛을 맛 본 후 결정을 내리십시오.
emainmacha.subnpc.cecil.188	<button title='요리 대신' keyword='@msg14_1'/>
emainmacha.subnpc.cecil.189	<button title='그 요리사 거부' keyword='@msg14_2'/>
emainmacha.subnpc.cecil.190	[? 남성 : 형 / 언니]무엇이 ... 지금까지 왔습니까? 그러면 아무 것도하지 않을 것입니다 ... 나는 바베큐를 할 수 없습니다 ... <p/>
emainmacha.subnpc.cecil.191	(세실은 내 코트를 잡고 눈을 들어 나를 보았다.)
emainmacha.subnpc.cecil.192	<button title='요리 대신' keyword='@msg15_1'/>
emainmacha.subnpc.cecil.193	<button title='무시' keyword='@msg15_2'/>
emainmacha.subnpc.cecil.194	咿 呀! 볶은 실크 돛새치를 요리하나요? 시도해 봅시다! <selectitem stringid='(*/fighter_story/*)'/><button title='됐어요' keyword='@cancel'/>
emainmacha.subnpc.cecil.195	뭐하고 있니? 비싼 실크 황새치조차도 망 쳤어 ... <p/>조금이라도 바쁜 일을 할 수 없다면 도움이되지 않을 것이다! </p>(세실은 내 손에 타 버린 실크 세일 피시에서 긴장하게 소리 쳤다.) <p/>내 부당한 요청이 [? Male : 형제 / 자매]입니까? 당신에게 화를 내게해서 미안 해요 ... 어쨌든, 접시는 나에게 건네 져요. [Male:형제/여동생]. 비록 그것이 식사가 아니더라도, 대단히 감사합니다. 그리고 그것은 여러 가지면에서 전에 돌봐 왔습니다. (세실은 그녀의 눈에서 눈물을 닦으면서 내 눈을 숙이고 절을했다.)
emainmacha.subnpc.cecil.196	이 농담을 애타게하지 마라! 나의 마음은 거의 때리기를 멈췄다. 음, 나는 <username/>[? 남성 : 형제 / 여동생]이 맛있는 요리를 만들기를 기대합니다!
emainmacha.subnpc.cecil.197	<button title='대화 끝' keyword='@endtalk'/>
emainmacha.subnpc.cecil.198	어떻게 맛? <p/>(세실, 젓가락을 가져 조심스럽게 실크 구운 황새치의 꼬리 부분에서 내려 <BR/>후 그의 작은 입 <BR/>고기의 작은 조각을 넣어 .) <p/>
emainmacha.subnpc.cecil.199	금액 ... 금액 ... 음, 맛있어. 열심히 너를 노동 [? 남성 : 형제 / 자매], 더 이상 부당한 요구를 요구 한 후에 ...
emainmacha.subnpc.cecil.200	어 - 허 ... 어 - 허 ... 맛있어! 그 힘, 심지어 고든 삼촌도 만질거야, 이봐, 너 열심히 일 했어 [남자 : 형제 자매]. 대단히 감사합니다.
emainmacha.subnpc.cecil.201	오, 와우 !! 와우 와우 !!!!!!!!!!!!!!!!!!!!!!! 어떻게 했습니까? <p/>(세실은 비명을 지르며 곧바로 쓰러졌습니다.) <p/>너무 ... 고마워요. 나머지를 테이블의 다른쪽에 맡겨라. 나는 ... 나는 잠시 동안 여기 누워있다. hehe ... 헤이 헤이 헤이 ... </p>(세실은 바닥에 누워서 하늘을 바라 보았다.)
emainmacha.subnpc.cecil.202	나는 자지 못한다 ... | 윙윙 거리다 | 너를 보아라. 너는 ~을 마셔 라. ... 아침이 너무 빨라. 별들이 흐르고있는 곳은 ... | 나는 ... | 안돼, 아무것도 아냐. 좋은 잠 ...
emainmacha.subnpc.cecil.203	시간 없어. Varadras의 손에서 가능한 빨리 Kay는 구출했다. Mina는 Dugad 복도의 소용돌이 치는 언덕이 습격하는 갱의 오래된 둥지라고 말했다. 새우 게가 절반 정도 죽어있는 한, 기본 관련 단서. <p/>나는 혼자 가서 <username/>[?Male:형제/여동생]과 Dugad 회랑의 월풀 언덕으로 가길 기다립니다.
emainmacha.subnpc.cecil.204	<username/>[? 남성 : 형제 / 여동생]이 처음으로 출발하지 않습니까? 내 발이 빠르다는 것 같습니다. 이봐 요! <p/>
emainmacha.subnpc.cecil.205	<p/>(유키 소프트. 수줍은 미소를 보여 <BR/>내 팔을 잡고) 사실, 나는 거기 미나에서 <BR/>약탈 범죄 조직의 은신처로 이어지는 비밀 통로를 알고있다. 약탈 그룹은 [? 남성 : 형제 자매]가 준비 되더라도 처리하게 좋지 않으나, 아직도 가볍게 좋은 그것을 가지고 가지 않는다. <p/>준비 되었습니까?
emainmacha.subnpc.cecil.206	준비
emainmacha.subnpc.cecil.207	아직 준비되지 않음
emainmacha.subnpc.cecil.208	시간 없어. 그럼 나는 <username/>[? male : brother / sister]를 기다리고 있습니다, 준비되었습니다. 곧 돌아올 것입니다.
emainmacha.subnpc.cecil.209	咦 ...
emainmacha.subnpc.cecil.210	가르쳐주세요. 나도 원해. 나는 왜? <p/><mina/>​​미스 세실. 세실 씨의 긴박함을 이해하지만, 혼자서는 요구와 노력만으로는 성취 할 수없는 세계가 있습니다. <p/><mina/>​​무술은 어린이의 저글링이 아닙니다. 세실 양 ... 아직도 ... 음, 무슨 말을해야할지 모르겠군요. <p/><face name='anger'/>뭐라구? 두껍고 두꺼운 다리가있어 다른 사람을 판단하지 마라. 그리고 나는 당신과 함께하지 않고, Caglios와 함께 배우고 싶습니다. 당신은 잘못된 길로 들어 가지 않습니다 ... <p/><mina/>​​<face name='normal'/>뭐라구? 그것을 찾고 싶습니까? </p><none/>(카인과 세실이 교착 상태에 빠지면 카에다가 그 중앙으로 조심스럽게 들어 왔습니다.) <p/><mina/>​​카드. 미안하지만, 너무 충동 적이야. 나처럼 ... 전혀 없습니다. </p><none/>(카인은 미나의 머리에 부드럽게 손을 대었고 부드러운 음색으로 부드럽게 말했습니다.) <P/><mina/>​​<face name='smile'/>흠? .. 흠? 정말로? 흠? 그럼 Kay의 말에 따르면. <p/><mina/>​​<face name='normal'/>미스 세실. 케이는 싸우는 법을 가르쳐 주기로 동의했습니다. 그러나 Kay는 Cecil과의 직접 교육 만 담당합니다. <BR/>실제 과정은 책임있는 일입니다. 불만은 아닌가? </p>카드 ... 카구 동생이 나와 함께 연습 할거야? 이봐 요, 그 경우에는 수업에 가자. 더럽고 더러워 지도록 내버려 둬. 옷, 나도 기꺼이. <p/><mina/>​​글쎄, 수업을 시작하기 전에 권투의 기본에 대해 알아보십시오. <p/><유키/>미나 수녀님, 잠깐 ... 세실도 기본적인 전투를 이해했습니다. 그녀에게 그것을 가르 칠 필요는없는 것 같습니다. <p/><mina/>​​흠 ... 그게 ... ... 세실 양은 어떻게 생각하니? 배움에 아무런 해가 없었습니다 ... <p/><none/>(미나는 턱을 들어서 주저없이 세실에서 훑어 보았습니다.) <p/>아니, 잠깐만 ... 기본 연습으로 케이 연습을하는 것이 필수적이지 않습니까? 이봐, 배워야 할 해로움은 없어. <username/>[남자 : 형 / 여동생]제 생각에는? <p/>제 기본적인 전투 코스를 시작해야합니까?
emainmacha.subnpc.cecil.211	<button title='기본 사항에서 배우기' keyword='@answer_1'/>
emainmacha.subnpc.cecil.212	<button title='기초가 필요 없습니다' keyword='@answer_2'/>
emainmacha.subnpc.cecil.213	<title name='卡伊'/>
emainmacha.subnpc.cecil.214	<username/>[? Male : 형제 / 자매]는 그렇게 생각합니다 ... 이제부터는 수업을 시작하겠습니다. <button title='대화 끝내기' keyword='@endtalk'/ >
emainmacha.subnpc.cecil.215	좋아, 나는 <username/>[? Male : 형제 / 자매]라고 믿는다. 음, 격투 기술의 공식 훈련을 시작합시다!
emainmacha.subnpc.cecil.216	<face name='smile'/>카요, 준비 됐습니다. 이봐, 형제는 좀 더 친절해야 해! <p/>
emainmacha.subnpc.cecil.217	(미나는 세실이 곤경에 빠지면 머리를 날카롭게 쳐다 본다.)
emainmacha.subnpc.cecil.218	<button title='방문 교육' keyword='@answer_1'/>
emainmacha.subnpc.cecil.219	<button title='나중에 ...' keyword='@answer_2'/>
emainmacha.subnpc.cecil.220	시간이야. 이제부터는 나를 도와 줄 특별한 훈련이있을 것입니다! <p/>카와이와 미나를 놀라게하기 위해 비밀리에 싸우는 연습을 할 것입니다! <p/><username/>[Male:형제/여동생]이 나를 도울 것입니다, 그렇죠?
emainmacha.subnpc.cecil.221	<button title='宥쁨' keyword='@answer_1'/>
emainmacha.subnpc.cecil.222	<button title='지금 바쁘다' keyword='@answer_2'/>
emainmacha.subnpc.cecil.223	나는 알고있다. [남성 : 형제 / 자매]할 방법이 없기 때문에. 그러나 연습 할 때 파트너를 연습해야합니다. 시간이 있다면 내 스파링으로 오십시오! <p/>
emainmacha.subnpc.cecil.224	(세실은 불쌍히 여기며 작별 인사를했다.)
emainmacha.subnpc.cecil.225	<username/>[남자 : 형제 / 자매], 당신은오고 있습니다 ... <p/><none/>(세실의 목소리는 저에게 희미한 목소리로 외쳤습니다.) <p/>매우 성가신 ... 정말 잘하는 방법을 모르겠어요. <p/><alissa/>세실! 왜 그렇게 바보 야? 너는 직접 고백하지 않는다 ~ <p/><alissa/>그들은 예쁘고 잘 행동하고 짧다. 너는 시간 안에 싸우기의 기술을 배웠다 ... 너는 어느 것이 든 완벽하다! 그리고 너가 카와이를 싫어하면, 너를 두지 않을거야. 그는 나 옆에 있니? </ A>엘리사가 나를 격려해 주신 것에 대해 감사 드린다. 그러나 나는 예쁘지도 똑똑하지도 않다. 그리고 카이 형제가 나를 좋아하기 때문에 제자로 나를 영접했다고 말하면 ... 미나 여동생은 더 좋아하지 않습니까? </ i>게다가, 너무 오래되었습니다. 작은! 유방은 작습니다 ... 작은 머리도 있습니다 ... 싸우는 ... 또한, 카야의 견해로, 나는 단지 사랑스러운 언니입니다. <p/><alissa/>불가능! 카와이 형제의 모습도 보았습니다. 그것은 확실히 내 동생의 표정이 아닙니다. 세상 어느 누구도 누이를 보지 않을 때 너무 부드럽고 사랑스러워 보입니다! </ i><alissa/>그리고 El Cai가 너의 친절을 받아들이지 않더라도 좋은 경험이 되었습니까? 왜 주저 했습니까? 무엇을 거부 했습니까?! <p/>하지만 ...하지만 ... <p/><none/>그의 어깨를 수축시켜 장시간 머리를 숙이십시오.) <p/><username/>[? Male : brother / sister]... [남성 :? 형제 / 자매]어떻게 <BR/>를 생각하는? [남성 :? 형제 / 자매]? 카이스 형제의 위치 ... <BR/>난 그냥 같은 사랑스러운 여동생이 할 것 <p/ IF >아니면 ... 아직 조금 ... ... 진실을 말해줘. 나는 정말로 알고 싶어한다.
